"Box plot","LOC Gene ID","Project ID","Experiment ID","Experiment name","Variety","Development stage","Tissue","Expression value"
"","LOC_Os11g47760","SRP056884","SRX978723","Leaf_CFBP7331_r3","Nipponbare","16 days seedling","Leaf","396.284"
"","LOC_Os11g47760","SRP056884","SRX978724","Leaf_CFBP7341_r1","Nipponbare","16 days seedling","Leaf","398.489"
"","LOC_Os11g47760","SRP056884","SRX978725","Leaf_CFBP7341_r2","Nipponbare","16 days seedling","Leaf","380.141"
"","LOC_Os11g47760","SRP056884","SRX978726","Leaf_CFBP7341_r3","Nipponbare","16 days seedling","Leaf","390.638"
"","LOC_Os11g47760","SRP056884","SRX978727","Leaf_CFBP7342_r3","Nipponbare","16 days seedling","Leaf","402.403"
"","LOC_Os11g47760","SRP056884","SRX978728","Leaf_CFBP7342_r4","Nipponbare","16 days seedling","Leaf","386.779"
"","LOC_Os11g47760","SRP056884","SRX978729","Leaf_CFBP7342_r5","Nipponbare","16 days seedling","Leaf","391.284"
"","LOC_Os11g47760","SRP056884","SRX978712","Leaf_L8_r1","Nipponbare","16 days seedling","Leaf","333.752"
"","LOC_Os11g47760","SRP056884","SRX978713","Leaf_L8_r2","Nipponbare","16 days seedling","Leaf","457.223"
"","LOC_Os11g47760","SRP056884","SRX978714","Leaf_L8_r3","Nipponbare","16 days seedling","Leaf","415.179"
"","LOC_Os11g47760","SRP056884","SRX978730","Leaf_Mock","Nipponbare","16 days seedling","Leaf","358.975"
"","LOC_Os11g47760","SRP056884","SRX978731","Leaf_Mock","Nipponbare","16 days seedling","Leaf","316.57"
"","LOC_Os11g47760","SRP056884","SRX978732","Leaf_Mock","Nipponbare","16 days seedling","Leaf","331.35"
"","LOC_Os11g47760","DRP000391","DRX000663","Leaf_Normal","Nipponbare","7 days before heading to 7 days after flowering","Leaf","419.206"
"","LOC_Os11g47760","SRP052309","SRX844803","Leaf_Osbhlh148-DR_r1","Nipponbare","45 days old plant","Leaf","905.676"
"","LOC_Os11g47760","SRP052309","SRX844804","Leaf_Osbhlh148-DR_r2","Nipponbare","45 days old plant","Leaf","831.573"
"","LOC_Os11g47760","SRP052309","SRX844805","Leaf_Osbhlh148-WW_r1","Nipponbare","45 days old plant","Leaf","226.705"
"","LOC_Os11g47760","SRP052309","SRX844806","Leaf_Osbhlh148-WW_r2","Nipponbare","45 days old plant","Leaf","208.548"
"","LOC_Os11g47760","SRP052310","SRX844813","Leaf_Oshsfa2e-DR_r1","Nipponbare","45 days old plant","Leaf","797.68"
"","LOC_Os11g47760","SRP052310","SRX844814","Leaf_Oshsfa2e-DR_r2","Nipponbare","45 days old plant","Leaf","889.355"
"","LOC_Os11g47760","SRP052310","SRX844815","Leaf_Oshsfa2e-WW_r1","Nipponbare","45 days old plant","Leaf","385.203"
"","LOC_Os11g47760","SRP052310","SRX844816","Leaf_Oshsfa2e-WW_r2","Nipponbare","45 days old plant","Leaf","396.248"
"","LOC_Os11g47760","SRP057260","SRX997484","Leaf_PXO99A_BLS256 Tal11b_r1","Nipponbare","28 days seedling","Leaf","318.088"
"","LOC_Os11g47760","SRP057260","SRX997485","Leaf_PXO99A_BLS256 Tal11b_r2","Nipponbare","28 days seedling","Leaf","317.905"
"","LOC_Os11g47760","SRP057260","SRX997480","Leaf_PXO99A_BLS256 Tal2a_r1","Nipponbare","28 days seedling","Leaf","251.884"
"","LOC_Os11g47760","SRP057260","SRX997481","Leaf_PXO99A_BLS256 Tal2a_r2","Nipponbare","28 days seedling","Leaf","257.837"
"","LOC_Os11g47760","SRP057260","SRX997482","Leaf_PXO99A_dTal280_r1","Nipponbare","28 days seedling","Leaf","176.314"
"","LOC_Os11g47760","SRP057260","SRX997483","Leaf_PXO99A_dTal280_r2","Nipponbare","28 days seedling","Leaf","198.362"
"","LOC_Os11g47760","SRP049212","SRX739680","Leaf_r1","Nipponbare","14 days seedling","Leaf","179.42"
"","LOC_Os11g47760","SRP049212","SRX739699","Leaf_r2","Nipponbare","14 days seedling","Leaf","146.847"
"","LOC_Os11g47760","SRP049212","SRX739700","Leaf_r3","Nipponbare","14 days seedling","Leaf","189.128"
"","LOC_Os11g47760","SRP056884","SRX978715","Leaf_RS105_r1","Nipponbare","16 days seedling","Leaf","386.289"
"","LOC_Os11g47760","SRP056884","SRX978716","Leaf_RS105_r2","Nipponbare","16 days seedling","Leaf","488.263"
"","LOC_Os11g47760","SRP056884","SRX978717","Leaf_RS105_r3","Nipponbare","16 days seedling","Leaf","418.263"
"","LOC_Os11g47760","SRP017256","SRX235858","Leaf_T2-PiZt-11-R","Nipponbare","21 days after transplanting","Leaf","780.189"
"","LOC_Os11g47760","SRP017256","SRX235859","Leaf_T2-PiZt-11-S","Nipponbare","21 days after transplanting","Leaf","714.692"
"","LOC_Os11g47760","SRP017256","SRX235860","Leaf_T4-PiZt-11-R","Nipponbare","21 days after transplanting","Leaf","539.238"
"","LOC_Os11g47760","SRP017256","SRX235861","Leaf_T4-PiZt-11-S","Nipponbare","21 days after transplanting","Leaf","546.561"
"","LOC_Os11g47760","SRP017256","SRX235863","Leaf_T6-Pi9-R","Nipponbare","21 days after transplanting","Leaf","529.544"
"","LOC_Os11g47760","SRP017256","SRX235862","Leaf_T6-PiZt-11-R","Nipponbare","21 days after transplanting","Leaf","666.948"
"","LOC_Os11g47760","SRP017256","SRX235864","Leaf_T6-Spin1i-1-R","Nipponbare","21 days after transplanting","Leaf","605.111"
"","LOC_Os11g47760","SRP029886","SRX348482","Leaf_WT","Nipponbare","14 days seedling","Leaf","1483.11"
"","LOC_Os11g47760","DRP002329","DRX017642","Leaf_WT-DEX_24h_r1","Nipponbare","21 days seedling","Leaf","1517.27"
"","LOC_Os11g47760","DRP002329","DRX017650","Leaf_WT-DEX_24h_r2","Nipponbare","21 days seedling","Leaf","1779.84"
"","LOC_Os11g47760","DRP002329","DRX017640","Leaf_WT-DEX_3h_r1","Nipponbare","21 days seedling","Leaf","1426.6"
"","LOC_Os11g47760","DRP002329","DRX017648","Leaf_WT-DEX_3h_r2","Nipponbare","21 days seedling","Leaf","1363.66"
"","LOC_Os11g47760","DRP002329","DRX017641","Leaf_WT-DEX_6h_r1","Nipponbare","21 days seedling","Leaf","1302.91"
"","LOC_Os11g47760","DRP002329","DRX017649","Leaf_WT-DEX_6h_r2","Nipponbare","21 days seedling","Leaf","1283.99"
"","LOC_Os11g47760","DRP002329","DRX017639","Leaf_WT-DEX_r1","Nipponbare","21 days seedling","Leaf","1425.19"
"","LOC_Os11g47760","DRP002329","DRX017647","Leaf_WT-DEX_r2","Nipponbare","21 days seedling","Leaf","1446.83"
"","LOC_Os11g47760","SRP052306","SRX844621","Leaf_WT-DR_SRP052306_r1","Nipponbare","45 days old plant","Leaf","586.748"
"","LOC_Os11g47760","SRP052306","SRX844622","Leaf_WT-DR_SRP052306_r2","Nipponbare","45 days old plant","Leaf","589.009"
"","LOC_Os11g47760","SRP052309","SRX844799","Leaf_WT-DR_SRP052309_r1","Nipponbare","45 days old plant","Leaf","586.748"
"","LOC_Os11g47760","SRP052309","SRX844800","Leaf_WT-DR_SRP052309_r2","Nipponbare","45 days old plant","Leaf","589.009"
"","LOC_Os11g47760","SRP052310","SRX844809","Leaf_WT-DR_SRP052310_r1","Nipponbare","45 days old plant","Leaf","586.748"
"","LOC_Os11g47760","SRP052310","SRX844810","Leaf_WT-DR_SRP052310_r2","Nipponbare","45 days old plant","Leaf","589.009"
"","LOC_Os11g47760","SRP052306","SRX844623","Leaf_WT-WW_SRP052306_r1","Nipponbare","45 days old plant","Leaf","263.169"
"","LOC_Os11g47760","SRP052306","SRX844624","Leaf_WT-WW_SRP052306_r2","Nipponbare","45 days old plant","Leaf","240.35"
"","LOC_Os11g47760","SRP052309","SRX844801","Leaf_WT-WW_SRP052309_r1","Nipponbare","45 days old plant","Leaf","263.168"
"","LOC_Os11g47760","SRP052309","SRX844802","Leaf_WT-WW_SRP052309_r2","Nipponbare","45 days old plant","Leaf","240.35"
"","LOC_Os11g47760","SRP052310","SRX844811","Leaf_WT-WW_SRP052310_r1","Nipponbare","45 days old plant","Leaf","263.14"
"","LOC_Os11g47760","SRP052310","SRX844812","Leaf_WT-WW_SRP052310_r2","Nipponbare","45 days old plant","Leaf","240.35"
"","LOC_Os11g47760","SRP017256","SRX235856","Leaf_WT2007","Nipponbare","21 days after transplanting","Leaf","805.736"
"","LOC_Os11g47760","SRP017256","SRX235857","Leaf_WT2011","Nipponbare","21 days after transplanting","Leaf","687.074"
"","LOC_Os11g47760","SRP039045","SRX477951","Panicle","Nipponbare","","Panicle","517.061"
"","LOC_Os11g47760","DRP000391","DRX000665","Panicle_Normal","Nipponbare","7 days before heading","Panicle","919.801"
"","LOC_Os11g47760","DRP000391","DRX000667","Panicle_Normal","Nipponbare","7 days after flowering","Panicle","909.495"
"","LOC_Os11g47760","SRP035332","SRX425435","Panicle_young_0.5cm","Nipponbare","flowering","Panicle","2026.83"
"","LOC_Os11g47760","SRP047482","SRX738075","Pistil_Normal","Nipponbare","before flowering","Pistil","273.855"
"","LOC_Os11g47760","SRP039045","SRX477952","Root","Nipponbare","","Root","342.361"
"","LOC_Os11g47760","DRP000716","DRX002019","Root_-Pi_0day_r1","Nipponbare","14 days seedling","Root","1319.87"
"","LOC_Os11g47760","DRP000716","DRX002020","Root_-Pi_0day_r2","Nipponbare","14 days seedling","Root","1371.16"
"","LOC_Os11g47760","DRP000716","DRX002024","Root_-Pi_22day_r1","Nipponbare","14 days seedling","Root","1819.95"
"","LOC_Os11g47760","DRP000716","DRX002026","Root_-Pi_22day_r2","Nipponbare","14 days seedling","Root","1842.28"
"","LOC_Os11g47760","SRP028766","SRX335912","Root_1h+Pi_r1","Nipponbare","14 days seedling","Root","887.436"
"","LOC_Os11g47760","SRP028766","SRX335913","Root_1h+Pi_r2","Nipponbare","14 days seedling","Root","925.323"
"","LOC_Os11g47760","SRP028766","SRX335914","Root_1h+Pi_r3","Nipponbare","14 days seedling","Root","729.015"
"","LOC_Os11g47760","SRP028766","SRX335915","Root_1h-Pi_r1","Nipponbare","14 days seedling","Root","817.446"
"","LOC_Os11g47760","SRP028766","SRX335916","Root_1h-Pi_r2","Nipponbare","14 days seedling","Root","841.553"
"","LOC_Os11g47760","SRP028766","SRX335917","Root_1h-Pi_r3","Nipponbare","14 days seedling","Root","920.675"
"","LOC_Os11g47760","SRP028766","SRX335918","Root_21d+1h+Pi_r1","Nipponbare","35 days seedling","Root","1062.5"
"","LOC_Os11g47760","SRP028766","SRX335919","Root_21d+1h+Pi_r2","Nipponbare","35 days seedling","Root","1054.23"
"","LOC_Os11g47760","SRP028766","SRX335920","Root_21d+1h+Pi_r3","Nipponbare","35 days seedling","Root","1241.45"
"","LOC_Os11g47760","SRP028766","SRX335921","Root_21d+1h-Pi_r1","Nipponbare","35 days seedling","Root","703.206"
"","LOC_Os11g47760","SRP028766","SRX335922","Root_21d+1h-Pi_r2","Nipponbare","35 days seedling","Root","555.199"
"","LOC_Os11g47760","SRP028766","SRX335923","Root_21d+1h-Pi_r3","Nipponbare","35 days seedling","Root","770.264"
"","LOC_Os11g47760","SRP028766","SRX335924","Root_21d+1hRe_r1","Nipponbare","35 days seedling","Root","757.089"
"","LOC_Os11g47760","SRP028766","SRX335925","Root_21d+1hRe_r2","Nipponbare","35 days seedling","Root","669.954"
"","LOC_Os11g47760","SRP028766","SRX335926","Root_21d+1hRe_r3","Nipponbare","35 days seedling","Root","659.373"
"","LOC_Os11g47760","SRP028766","SRX335927","Root_21d+24h+Pi_r1","Nipponbare","35 days seedling","Root","1012.88"
"","LOC_Os11g47760","SRP028766","SRX335928","Root_21d+24h+Pi_r2","Nipponbare","35 days seedling","Root","1067.77"
"","LOC_Os11g47760","SRP028766","SRX335929","Root_21d+24h+Pi_r3","Nipponbare","35 days seedling","Root","1121.68"
"","LOC_Os11g47760","SRP028766","SRX335930","Root_21d+24h-Pi_r1","Nipponbare","35 days seedling","Root","691.534"
"","LOC_Os11g47760","SRP028766","SRX335931","Root_21d+24h-Pi_r2","Nipponbare","35 days seedling","Root","591.706"
"","LOC_Os11g47760","SRP028766","SRX335932","Root_21d+24h-Pi_r3","Nipponbare","35 days seedling","Root","707.7"
"","LOC_Os11g47760","SRP028766","SRX335933","Root_21d+24hRe_r1","Nipponbare","35 days seedling","Root","687.849"
"","LOC_Os11g47760","SRP028766","SRX335934","Root_21d+24hRe_r2","Nipponbare","35 days seedling","Root","581.962"
"","LOC_Os11g47760","SRP028766","SRX335935","Root_21d+24hRe_r3","Nipponbare","35 days seedling","Root","579.227"
"","LOC_Os11g47760","SRP028766","SRX335936","Root_21d+6h+Pi_r1","Nipponbare","35 days seedling","Root","1386.47"
"","LOC_Os11g47760","SRP028766","SRX335937","Root_21d+6h+Pi_r2","Nipponbare","35 days seedling","Root","1240.31"
"","LOC_Os11g47760","SRP028766","SRX335938","Root_21d+6h+Pi_r3","Nipponbare","35 days seedling","Root","1146.69"
"","LOC_Os11g47760","SRP028766","SRX335939","Root_21d+6h-Pi_r1","Nipponbare","35 days seedling","Root","858.755"
"","LOC_Os11g47760","SRP028766","SRX335940","Root_21d+6h-Pi_r2","Nipponbare","35 days seedling","Root","727.411"
"","LOC_Os11g47760","SRP028766","SRX335941","Root_21d+6h-Pi_r3","Nipponbare","35 days seedling","Root","852.104"
"","LOC_Os11g47760","SRP028766","SRX335942","Root_21d+6hRe_r1","Nipponbare","35 days seedling","Root","847.31"
"","LOC_Os11g47760","SRP028766","SRX335943","Root_21d+6hRe_r2","Nipponbare","35 days seedling","Root","865.095"
"","LOC_Os11g47760","SRP028766","SRX335944","Root_21d+6hRe_r3","Nipponbare","35 days seedling","Root","778.922"
"","LOC_Os11g47760","SRP061678","SRX374435","Root_21d-Pi&3d+Pi_r1","Nipponbare","24 days seedling","Root","775.998"
"","LOC_Os11g47760","SRP061678","SRX374436","Root_21d-Pi&3d+Pi_r2","Nipponbare","24 days seedling","Root","930.308"
"","LOC_Os11g47760","SRP061678","SRX374431","Root_21d3d+Pi_r1","Nipponbare","24 days seedling","Root","583.281"
"","LOC_Os11g47760","SRP061678","SRX374432","Root_21d3d+Pi_r2","Nipponbare","24 days seedling","Root","822.613"
"","LOC_Os11g47760","SRP061678","SRX374433","Root_21d3d+Pi_r3","Nipponbare","24 days seedling","Root","732.443"
"","LOC_Os11g47760","SRP061678","SRX374437","Root_21d3d-Pi_r1","Nipponbare","24 days seedling","Root","452.517"
"","LOC_Os11g47760","SRP061678","SRX374439","Root_21d3d-Pi_r2","Nipponbare","24 days seedling","Root","525.854"
"","LOC_Os11g47760","SRP028766","SRX335945","Root_21dd+Pi_r1","Nipponbare","35 days seedling","Root","1131.22"
"","LOC_Os11g47760","SRP028766","SRX335946","Root_21dd+Pi_r2","Nipponbare","35 days seedling","Root","1173.45"
"","LOC_Os11g47760","SRP028766","SRX335947","Root_21dd+Pi_r3","Nipponbare","35 days seedling","Root","1081.35"
"","LOC_Os11g47760","SRP028766","SRX335948","Root_21dd-Pi_r1","Nipponbare","35 days seedling","Root","857.137"
"","LOC_Os11g47760","SRP028766","SRX335949","Root_21dd-Pi_r2","Nipponbare","35 days seedling","Root","678.876"
"","LOC_Os11g47760","SRP028766","SRX335950","Root_21dd-Pi_r3","Nipponbare","35 days seedling","Root","756.473"
"","LOC_Os11g47760","SRP028766","SRX335951","Root_24h+Pi_r1","Nipponbare","14 days seedling","Root","771.501"
"","LOC_Os11g47760","SRP028766","SRX335952","Root_24h+Pi_r2","Nipponbare","14 days seedling","Root","810.347"
"","LOC_Os11g47760","SRP028766","SRX335953","Root_24h+Pi_r3","Nipponbare","14 days seedling","Root","804.668"
"","LOC_Os11g47760","SRP028766","SRX335954","Root_24h-Pi_r1","Nipponbare","14 days seedling","Root","846.139"
"","LOC_Os11g47760","SRP028766","SRX335955","Root_24h-Pi_r2","Nipponbare","14 days seedling","Root","863.672"
"","LOC_Os11g47760","SRP028766","SRX335956","Root_24h-Pi_r3","Nipponbare","14 days seedling","Root","739.633"
"","LOC_Os11g47760","SRP028766","SRX335958","Root_3d+Pi_r2","Nipponbare","17 days seedling","Root","972.392"
"","LOC_Os11g47760","SRP028766","SRX335959","Root_3d+Pi_r3","Nipponbare","17 days seedling","Root","873.736"
"","LOC_Os11g47760","SRP028766","SRX335960","Root_3d-Pi_r1","Nipponbare","17 days seedling","Root","979.931"
"","LOC_Os11g47760","SRP028766","SRX335961","Root_3d-Pi_r2","Nipponbare","17 days seedling","Root","764.97"
"","LOC_Os11g47760","SRP028766","SRX335962","Root_3d-Pi_r3","Nipponbare","17 days seedling","Root","741.978"
"","LOC_Os11g47760","SRP061678","SRX670644","Root_52d-Pi","Nipponbare","52 days seedling","Root","1085.85"
"","LOC_Os11g47760","SRP028766","SRX335963","Root_6h+Pi_r1","Nipponbare","14 days seedling","Root","1194.84"
"","LOC_Os11g47760","SRP028766","SRX335964","Root_6h+Pi_r2","Nipponbare","14 days seedling","Root","953.669"
"","LOC_Os11g47760","SRP028766","SRX335965","Root_6h+Pi_r3","Nipponbare","14 days seedling","Root","997.643"
"","LOC_Os11g47760","SRP028766","SRX335966","Root_6h-Pi_r1","Nipponbare","14 days seedling","Root","1099.87"
"","LOC_Os11g47760","SRP028766","SRX335967","Root_6h-Pi_r2","Nipponbare","14 days seedling","Root","884.123"
"","LOC_Os11g47760","SRP028766","SRX335968","Root_6h-Pi_r3","Nipponbare","14 days seedling","Root","983.913"
"","LOC_Os11g47760","SRP028766","SRX335969","Root_7d+Pi_r1","Nipponbare","21 days seedling","Root","810.21"
"","LOC_Os11g47760","SRP028766","SRX335970","Root_7d+Pi_r2","Nipponbare","21 days seedling","Root","963.856"
"","LOC_Os11g47760","SRP028766","SRX335971","Root_7d+Pi_r3","Nipponbare","21 days seedling","Root","930.822"
"","LOC_Os11g47760","SRP028766","SRX335972","Root_7d-Pi_r1","Nipponbare","21 days seedling","Root","646.524"
"","LOC_Os11g47760","SRP028766","SRX335973","Root_7d-Pi_r2","Nipponbare","21 days seedling","Root","720.902"
"","LOC_Os11g47760","SRP028766","SRX335974","Root_7d-Pi_r3","Nipponbare","21 days seedling","Root","731.005"
"","LOC_Os11g47760","DRP001141","DRX012208","Root_Cd_0h_r1","Nipponbare","10 days seedling","Root","2606.73"
"","LOC_Os11g47760","DRP001141","DRX012209","Root_Cd_0h_r2","Nipponbare","10 days seedling","Root","1613.72"
"","LOC_Os11g47760","DRP001141","DRX012220","Root_Cd_0h_r3","Nipponbare","10 days seedling","Root","1642.34"
"","LOC_Os11g47760","DRP001141","DRX012210","Root_Cd_1h_r1","Nipponbare","10 days seedling","Root","1748.74"
"","LOC_Os11g47760","DRP001141","DRX012211","Root_Cd_1h_r2","Nipponbare","10 days seedling","Root","2035.99"
"","LOC_Os11g47760","DRP001141","DRX012221","Root_Cd_1h_r3","Nipponbare","10 days seedling","Root","2313.15"
"","LOC_Os11g47760","DRP001141","DRX012222","Root_Cd_24h_r1","Nipponbare","10 days seedling","Root","1720.7"
"","LOC_Os11g47760","SRP061677","SRX1122008","Root_DCL3a_+Pi","Nipponbare","35 days seedling","Root","625.075"
"","LOC_Os11g47760","SRP061677","SRX1122009","Root_DCL3a_+Pi","Nipponbare","35 days seedling","Root","687.328"
"","LOC_Os11g47760","SRP061677","SRX1122010","Root_DCL3a_+Pi","Nipponbare","35 days seedling","Root","644.606"
"","LOC_Os11g47760","SRP061677","SRX1122011","Root_DCL3a_-Pi","Nipponbare","35 days seedling","Root","381.829"
"","LOC_Os11g47760","SRP061677","SRX1122012","Root_DCL3a_-Pi","Nipponbare","35 days seedling","Root","420.204"
"","LOC_Os11g47760","SRP061677","SRX1122013","Root_DCL3a_-Pi","Nipponbare","35 days seedling","Root","549.136"
"","LOC_Os11g47760","DRP000391","DRX000669","Root_Normal","Nipponbare","7 days seedling","Root","457.413"
"","LOC_Os11g47760","SRP061677","SRX1122020","Root_WT_+Pi","Nipponbare","35 days seedling","Root","507.106"
"","LOC_Os11g47760","SRP061677","SRX1122021","Root_WT_+Pi","Nipponbare","35 days seedling","Root","624.935"
"","LOC_Os11g47760","SRP061677","SRX1122022","Root_WT_+Pi","Nipponbare","35 days seedling","Root","658.911"
"","LOC_Os11g47760","SRP061677","SRX1122023","Root_WT_-Pi","Nipponbare","35 days seedling","Root","385.34"
"","LOC_Os11g47760","SRP061677","SRX1122024","Root_WT_-Pi","Nipponbare","35 days seedling","Root","550.777"
"","LOC_Os11g47760","SRP061677","SRX1122025","Root_WT_-Pi","Nipponbare","35 days seedling","Root","522.031"
"","LOC_Os11g47760","SRP028376","SRX332136","Seed_aleurone_ABA&GA_4h","Nipponbare","mature seed","Aleurone","675.627"
"","LOC_Os11g47760","SRP028376","SRX332134","Seed_aleurone_ABA_4h","Nipponbare","mature seed","Aleurone","457.798"
"","LOC_Os11g47760","SRP028376","SRX332135","Seed_aleurone_GA_4h","Nipponbare","mature seed","Aleurone","852.587"
"","LOC_Os11g47760","SRP028376","SRX330497","Seed_aleurone_Mock_4h","Nipponbare","mature seed","Aleurone","484.714"
"","LOC_Os11g47760","SRP047482","SRX738076","Seed_Normal","Nipponbare","5 days after pollination","Seed","617.13"
"","LOC_Os11g47760","DRP000391","DRX000671","Seed_Normal","Nipponbare","mature seed","Seed","1012.14"
"","LOC_Os11g47760","SRP048885","SRX732287","Seed_oscmt3a_mutant _r1","Nipponbare","mature seed","Seed","545.362"
"","LOC_Os11g47760","SRP048885","SRX732290","Seed_oscmt3a_mutant _r2","Nipponbare","mature seed","Seed","638.617"
"","LOC_Os11g47760","SRP048885","SRX732292","Seed_oscmt3a_mutant _r3","Nipponbare","mature seed","Seed","548.846"
"","LOC_Os11g47760","SRP048885","SRX732153","Seed_OsCMT3a_WT_r1","Nipponbare","mature seed","Seed","625.774"
"","LOC_Os11g47760","SRP048885","SRX732285","Seed_OsCMT3a_WT_r2","Nipponbare","mature seed","Seed","760.609"
"","LOC_Os11g47760","SRP048885","SRX732286","Seed_OsCMT3a_WT_r3","Nipponbare","mature seed","Seed","729.908"
"","LOC_Os11g47760","SRP028766","SRX335975","Shoot_1h+Pi_r1","Nipponbare","14 days seedling","Shoot","294.715"
"","LOC_Os11g47760","SRP028766","SRX335976","Shoot_1h+Pi_r2","Nipponbare","14 days seedling","Shoot","274.9"
"","LOC_Os11g47760","SRP028766","SRX335977","Shoot_1h+Pi_r3","Nipponbare","14 days seedling","Shoot","314.507"
"","LOC_Os11g47760","SRP028766","SRX335978","Shoot_1h-Pi_r1","Nipponbare","14 days seedling","Shoot","266.939"
"","LOC_Os11g47760","SRP028766","SRX335979","Shoot_1h-Pi_r2","Nipponbare","14 days seedling","Shoot","253.431"
"","LOC_Os11g47760","SRP028766","SRX335980","Shoot_1h-Pi_r3","Nipponbare","14 days seedling","Shoot","371.624"
"","LOC_Os11g47760","SRP028766","SRX335981","Shoot_21d+1h+Pi_r1","Nipponbare","35 days seedling","Shoot","353.605"
"","LOC_Os11g47760","SRP028766","SRX335982","Shoot_21d+1h+Pi_r2","Nipponbare","35 days seedling","Shoot","329.631"
"","LOC_Os11g47760","SRP028766","SRX335983","Shoot_21d+1h+Pi_r3","Nipponbare","35 days seedling","Shoot","374.049"
"","LOC_Os11g47760","SRP028766","SRX335984","Shoot_21d+1h-Pi_r1","Nipponbare","35 days seedling","Shoot","420.96"
"","LOC_Os11g47760","SRP028766","SRX335985","Shoot_21d+1h-Pi_r2","Nipponbare","35 days seedling","Shoot","436.258"
"","LOC_Os11g47760","SRP028766","SRX335986","Shoot_21d+1h-Pi_r3","Nipponbare","35 days seedling","Shoot","375.542"
"","LOC_Os11g47760","SRP028766","SRX335987","Shoot_21d+1hRe_r1","Nipponbare","35 days seedling","Shoot","412.574"
"","LOC_Os11g47760","SRP028766","SRX335988","Shoot_21d+1hRe_r2","Nipponbare","35 days seedling","Shoot","350.937"
"","LOC_Os11g47760","SRP028766","SRX335989","Shoot_21d+1hRe_r3","Nipponbare","35 days seedling","Shoot","403.983"
"","LOC_Os11g47760","SRP028766","SRX335990","Shoot_21d+24h+Pi_r1","Nipponbare","35 days seedling","Shoot","356.134"
"","LOC_Os11g47760","SRP028766","SRX335991","Shoot_21d+24h+Pi_r2","Nipponbare","35 days seedling","Shoot","306.815"
"","LOC_Os11g47760","SRP028766","SRX335992","Shoot_21d+24h+Pi_r3","Nipponbare","35 days seedling","Shoot","405.78"
"","LOC_Os11g47760","SRP028766","SRX335993","Shoot_21d+24h-Pi_r1","Nipponbare","35 days seedling","Shoot","416.13"
"","LOC_Os11g47760","SRP028766","SRX335994","Shoot_21d+24h-Pi_r2","Nipponbare","35 days seedling","Shoot","508.056"
"","LOC_Os11g47760","SRP028766","SRX335995","Shoot_21d+24h-Pi_r3","Nipponbare","35 days seedling","Shoot","279.257"
"","LOC_Os11g47760","SRP028766","SRX335996","Shoot_21d+24hRe_r1","Nipponbare","35 days seedling","Shoot","508.022"
"","LOC_Os11g47760","SRP028766","SRX335997","Shoot_21d+24hRe_r2","Nipponbare","35 days seedling","Shoot","528.146"
"","LOC_Os11g47760","SRP028766","SRX335998","Shoot_21d+24hRe_r3","Nipponbare","35 days seedling","Shoot","590.707"
"","LOC_Os11g47760","SRP028766","SRX335999","Shoot_21d+6h+Pi_r1","Nipponbare","35 days seedling","Shoot","374.67"
"","LOC_Os11g47760","SRP028766","SRX336000","Shoot_21d+6h+Pi_r2","Nipponbare","35 days seedling","Shoot","347.033"
"","LOC_Os11g47760","SRP028766","SRX336001","Shoot_21d+6h+Pi_r3","Nipponbare","35 days seedling","Shoot","338.514"
"","LOC_Os11g47760","SRP028766","SRX336002","Shoot_21d+6h-Pi_r1","Nipponbare","35 days seedling","Shoot","487.73"
"","LOC_Os11g47760","SRP028766","SRX336003","Shoot_21d+6h-Pi_r2","Nipponbare","35 days seedling","Shoot","450.136"
"","LOC_Os11g47760","SRP028766","SRX336004","Shoot_21d+6h-Pi_r3","Nipponbare","35 days seedling","Shoot","486.321"
"","LOC_Os11g47760","SRP028766","SRX336005","Shoot_21d+6hRe_r1","Nipponbare","35 days seedling","Shoot","470.885"
"","LOC_Os11g47760","SRP028766","SRX336006","Shoot_21d+6hRe_r2","Nipponbare","35 days seedling","Shoot","428.909"
"","LOC_Os11g47760","SRP028766","SRX336007","Shoot_21d+6hRe_r3","Nipponbare","35 days seedling","Shoot","527.632"
"","LOC_Os11g47760","SRP028766","SRX336008","Shoot_21dd+Pi_r1","Nipponbare","35 days seedling","Shoot","302.63"
"","LOC_Os11g47760","SRP028766","SRX336009","Shoot_21dd+Pi_r2","Nipponbare","35 days seedling","Shoot","362.626"
"","LOC_Os11g47760","SRP028766","SRX336010","Shoot_21dd+Pi_r3","Nipponbare","35 days seedling","Shoot","322.941"
"","LOC_Os11g47760","SRP028766","SRX336011","Shoot_21dd-Pi_r1","Nipponbare","35 days seedling","Shoot","430.493"
"","LOC_Os11g47760","SRP028766","SRX336012","Shoot_21dd-Pi_r2","Nipponbare","35 days seedling","Shoot","448.153"
"","LOC_Os11g47760","SRP028766","SRX336013","Shoot_21dd-Pi_r3","Nipponbare","35 days seedling","Shoot","422.738"
"","LOC_Os11g47760","SRP028766","SRX336014","Shoot_24h+Pi_r1","Nipponbare","14 days seedling","Shoot","328.286"
"","LOC_Os11g47760","SRP028766","SRX336015","Shoot_24h+Pi_r2","Nipponbare","14 days seedling","Shoot","345.103"
"","LOC_Os11g47760","SRP028766","SRX336016","Shoot_24h+Pi_r3","Nipponbare","14 days seedling","Shoot","345.127"
"","LOC_Os11g47760","SRP028766","SRX336017","Shoot_24h-Pi_r1","Nipponbare","14 days seedling","Shoot","313.593"
