"Gene One","Gene Two","Pearson's r-value","P-Value"
"LOC_Os01g08420","LOC_Os12g18630","0.743228","0.0"
"LOC_Os01g08420","LOC_Os12g18650","0.705957","3.8E-44"
"LOC_Os01g08420","LOC_Os12g18900","0.708266","1.5E-44"
"LOC_Os01g08420","LOC_Os12g19549","0.739673","0.0"
"LOC_Os01g08420","LOC_Os12g20144","0.796916","0.0"
"LOC_Os01g08420","LOC_Os12g20390","0.777563","0.0"
"LOC_Os01g08420","LOC_Os12g21789","0.738553","0.0"
"LOC_Os01g08420","LOC_Os12g21860","0.800968","0.0"
"LOC_Os01g08420","LOC_Os12g22090","0.709738","8.4E-45"
"LOC_Os01g08420","LOC_Os12g22810","0.706214","3.4E-44"
"LOC_Os01g08420","LOC_Os12g24250","0.743705","0.0"
"LOC_Os01g08420","LOC_Os12g26030","0.771102","0.0"
"LOC_Os01g08420","LOC_Os12g26480","0.785318","0.0"
"LOC_Os01g08420","LOC_Os12g27070","0.735085","0.0"
"LOC_Os01g08420","LOC_Os12g30540","0.805922","0.0"
"LOC_Os01g08420","LOC_Os12g31480","0.823201","0.0"
"LOC_Os01g08420","LOC_Os12g31880","0.78601","0.0"
"LOC_Os01g08420","LOC_Os12g32470","0.751144","0.0"
"LOC_Os01g08420","LOC_Os12g32536","0.849056","0.0"
"LOC_Os01g08420","LOC_Os12g32986","0.723735","0.0"
"LOC_Os01g08420","LOC_Os12g33020","0.728579","0.0"
"LOC_Os01g08420","LOC_Os12g33180","0.787124","0.0"
"LOC_Os01g08420","LOC_Os12g34330","0.833455","0.0"
"LOC_Os01g08420","LOC_Os12g34870","0.719235","0.0"
"LOC_Os01g08420","LOC_Os12g34874","0.743766","0.0"
"LOC_Os01g08420","LOC_Os12g34920","0.816131","0.0"
"LOC_Os01g08420","LOC_Os12g34980","0.707281","2.24E-44"
"LOC_Os01g08420","LOC_Os12g34990","0.796779","0.0"
"LOC_Os01g08420","LOC_Os12g35060","0.788647","0.0"
"LOC_Os01g08420","LOC_Os12g36740","0.815053","0.0"
"LOC_Os01g08420","LOC_Os12g37430","0.833218","0.0"
"LOC_Os01g08420","LOC_Os12g37530","0.726278","0.0"
"LOC_Os01g08420","LOC_Os12g37550","0.857229","0.0"
"LOC_Os01g08420","LOC_Os12g37570","0.756097","0.0"
"LOC_Os01g08420","LOC_Os12g37720","0.786994","0.0"
"LOC_Os01g08420","LOC_Os12g37860","0.705899","3.9E-44"
"LOC_Os01g08420","LOC_Os12g38630","0.763286","0.0"
"LOC_Os01g08420","LOC_Os12g38800","0.719805","0.0"
"LOC_Os01g08420","LOC_Os12g38970","0.787776","0.0"
"LOC_Os01g08420","LOC_Os12g40340","0.730624","0.0"
"LOC_Os01g08420","LOC_Os12g40440","0.73624","0.0"
"LOC_Os01g08420","LOC_Os12g40520","0.716842","0.0"
"LOC_Os01g08420","LOC_Os12g41820","0.864771","0.0"
"LOC_Os01g08420","LOC_Os12g41920","0.817394","0.0"
"LOC_Os01g08420","LOC_Os12g42310","0.867446","0.0"
"LOC_Os01g08420","LOC_Os12g42730","0.796082","0.0"
"LOC_Os01g08420","LOC_Os12g42870","0.703311","1.08E-43"
"LOC_Os01g08420","LOC_Os12g43370","0.753667","0.0"
"LOC_Os01g08420","LOC_Os12g44170","0.811007","0.0"
"LOC_Os01g08420","LOC_Os12g44330","0.866212","0.0"
"LOC_Os01g08420","LOC_Os12g44380","0.719025","0.0"
"LOC_Os01g08420","LOC_Os12g44390","0.75868","0.0"
"LOC_Os01g09120","LOC_Os01g09252","0.746837","0.0"
"LOC_Os01g09252","LOC_Os01g09740","0.77267","0.0"
"LOC_Os01g09252","LOC_Os01g10100","0.707511","2.1E-44"
"LOC_Os01g09252","LOC_Os01g10150","0.752948","0.0"
"LOC_Os01g09252","LOC_Os01g11590","0.776589","0.0"
"LOC_Os01g09252","LOC_Os01g12080","0.71712","0.0"
"LOC_Os01g09252","LOC_Os01g12340","0.777413","0.0"
"LOC_Os01g09252","LOC_Os01g12400","0.718138","0.0"
"LOC_Os01g09252","LOC_Os01g12530","0.877791","0.0"
"LOC_Os01g09252","LOC_Os01g12550","0.758393","0.0"
"LOC_Os01g09252","LOC_Os01g13100","0.738184","0.0"
"LOC_Os01g09252","LOC_Os01g13170","0.747726","0.0"
"LOC_Os01g09252","LOC_Os01g13300","0.759657","0.0"
"LOC_Os01g09252","LOC_Os01g13550","0.833805","0.0"
"LOC_Os01g09252","LOC_Os01g13740","0.701184","2.5E-43"
"LOC_Os01g09252","LOC_Os01g14770","0.796608","0.0"
"LOC_Os01g09252","LOC_Os01g15660","0.796359","0.0"
"LOC_Os01g09252","LOC_Os01g16080","0.765655","0.0"
"LOC_Os01g09252","LOC_Os01g16540","0.742629","0.0"
"LOC_Os01g09252","LOC_Os01g17260","0.813041","0.0"
"LOC_Os01g09252","LOC_Os01g21170","0.770393","0.0"
"LOC_Os01g09252","LOC_Os01g21450","0.753569","0.0"
"LOC_Os01g09252","LOC_Os01g21610","0.738181","0.0"
"LOC_Os01g09252","LOC_Os01g22070","0.761267","0.0"
"LOC_Os01g09252","LOC_Os01g22430","0.740859","0.0"
"LOC_Os01g09252","LOC_Os01g22510","0.739278","0.0"
"LOC_Os01g09252","LOC_Os01g23590","0.807558","0.0"
"LOC_Os01g09252","LOC_Os01g23600","0.727736","0.0"
"LOC_Os01g09252","LOC_Os01g23680","0.700912","2.77E-43"
"LOC_Os01g09252","LOC_Os01g23910","0.756961","0.0"
"LOC_Os01g09252","LOC_Os01g24060","0.768944","0.0"
"LOC_Os01g09252","LOC_Os01g25320","0.815841","0.0"
"LOC_Os01g09252","LOC_Os01g25530","0.72806","0.0"
"LOC_Os01g09252","LOC_Os01g25920","0.820968","0.0"
"LOC_Os01g09252","LOC_Os01g26130","0.706978","2.5E-44"
"LOC_Os01g09252","LOC_Os01g27990","0.706079","3.6E-44"
"LOC_Os01g09252","LOC_Os01g28989","0.789745","0.0"
"LOC_Os01g09252","LOC_Os01g29409","0.742646","0.0"
"LOC_Os01g09252","LOC_Os01g29469","0.794721","0.0"
"LOC_Os01g09252","LOC_Os01g29610","0.732091","0.0"
"LOC_Os01g09252","LOC_Os01g31360","0.790514","0.0"
"LOC_Os01g09252","LOC_Os01g31810","0.862699","0.0"
"LOC_Os01g09252","LOC_Os01g32184","0.754409","0.0"
"LOC_Os01g09252","LOC_Os01g32300","0.742244","0.0"
"LOC_Os01g09252","LOC_Os01g32610","0.719049","0.0"
"LOC_Os01g09252","LOC_Os01g32750","0.711874","2.8E-45"
"LOC_Os01g09252","LOC_Os01g33514","0.740134","0.0"
"LOC_Os01g09252","LOC_Os01g33800","0.744094","0.0"
"LOC_Os01g09252","LOC_Os01g35184","0.8788","0.0"
"LOC_Os01g09252","LOC_Os01g35789","0.817594","0.0"
"LOC_Os01g09252","LOC_Os01g37210","0.801379","0.0"
"LOC_Os01g09252","LOC_Os01g37690","0.757513","0.0"
"LOC_Os01g09252","LOC_Os01g37760","0.810736","0.0"
"LOC_Os01g09252","LOC_Os01g39060","0.75198","0.0"
"LOC_Os01g09252","LOC_Os01g40050","0.716456","0.0"
"LOC_Os01g09252","LOC_Os01g40620","0.791584","0.0"
"LOC_Os01g09252","LOC_Os01g40840","0.812076","0.0"
"LOC_Os01g09252","LOC_Os01g42630","0.716348","0.0"
"LOC_Os01g09252","LOC_Os01g42800","0.753166","0.0"
"LOC_Os01g09252","LOC_Os01g43400","0.72906","0.0"
"LOC_Os01g09252","LOC_Os01g43870","0.757509","0.0"
"LOC_Os01g09252","LOC_Os01g44990","0.714302","1.4E-45"
"LOC_Os01g09252","LOC_Os01g45970","0.802392","0.0"
"LOC_Os01g09252","LOC_Os01g46020","0.748815","0.0"
"LOC_Os01g09252","LOC_Os01g46590","0.808646","0.0"
"LOC_Os01g09252","LOC_Os01g46700","0.712472","2.8E-45"
"LOC_Os01g09252","LOC_Os01g46710","0.706566","2.9E-44"
"LOC_Os01g09252","LOC_Os01g47430","0.742222","0.0"
"LOC_Os01g09252","LOC_Os01g47650","0.727993","0.0"
"LOC_Os01g09252","LOC_Os01g47750","0.77677","0.0"
"LOC_Os01g09252","LOC_Os01g47770","0.856506","0.0"
"LOC_Os01g09252","LOC_Os01g48310","0.750574","0.0"
"LOC_Os01g09252","LOC_Os01g49060","0.781289","0.0"
"LOC_Os01g09252","LOC_Os01g49219","0.753799","0.0"
"LOC_Os01g09252","LOC_Os01g49680","0.748348","0.0"
"LOC_Os01g09252","LOC_Os01g49760","0.706021","3.6E-44"
"LOC_Os01g09252","LOC_Os01g49900","0.775461","0.0"
"LOC_Os01g09252","LOC_Os01g49930","0.887075","0.0"
"LOC_Os01g09252","LOC_Os01g50040","0.729873","0.0"
"LOC_Os01g09252","LOC_Os01g50060","0.793615","0.0"
"LOC_Os01g09252","LOC_Os01g50320","0.760972","0.0"
"LOC_Os01g09252","LOC_Os01g50690","0.825788","0.0"
"LOC_Os01g09252","LOC_Os01g50849","0.842246","0.0"
"LOC_Os01g09252","LOC_Os01g50860","0.717699","0.0"
"LOC_Os01g09252","LOC_Os01g51390","0.719456","0.0"
"LOC_Os01g09252","LOC_Os01g51710","0.772438","0.0"
"LOC_Os01g09252","LOC_Os01g52304","0.765754","0.0"
"LOC_Os01g09252","LOC_Os01g52640","0.804914","0.0"
"LOC_Os01g09252","LOC_Os01g53600","0.771771","0.0"
"LOC_Os01g09252","LOC_Os01g53930","0.764027","0.0"
"LOC_Os01g09252","LOC_Os01g54100","0.741879","0.0"
"LOC_Os01g09252","LOC_Os01g54390","0.781544","0.0"
"LOC_Os01g09252","LOC_Os01g54784","0.875633","0.0"
"LOC_Os01g09252","LOC_Os01g54850","0.718768","0.0"
"LOC_Os01g09252","LOC_Os01g54900","0.811025","0.0"
"LOC_Os01g09252","LOC_Os01g54940","0.714069","1.4E-45"
"LOC_Os01g09252","LOC_Os01g55170","0.732721","0.0"
"LOC_Os01g09252","LOC_Os01g55450","0.715472","1.4E-45"
"LOC_Os01g09252","LOC_Os01g55490","0.811743","0.0"
"LOC_Os01g09252","LOC_Os01g55890","0.800408","0.0"
"LOC_Os01g09252","LOC_Os01g56000","0.758797","0.0"
"LOC_Os01g09252","LOC_Os01g56190","0.742151","0.0"
"LOC_Os01g09252","LOC_Os01g56390","0.797969","0.0"
"LOC_Os01g09252","LOC_Os01g56480","0.718751","0.0"
"LOC_Os01g09252","LOC_Os01g56550","0.802947","0.0"
"LOC_Os01g09252","LOC_Os01g56580","0.777466","0.0"
"LOC_Os01g09252","LOC_Os01g56640","0.771363","0.0"
"LOC_Os01g09252","LOC_Os01g56900","0.739456","0.0"
"LOC_Os01g09252","LOC_Os01g56990","0.73505","0.0"
"LOC_Os01g09252","LOC_Os01g59800","0.738026","0.0"
"LOC_Os01g09252","LOC_Os01g61420","0.795312","0.0"
"LOC_Os01g09252","LOC_Os01g61430","0.786645","0.0"
"LOC_Os01g09252","LOC_Os01g61560","0.80747","0.0"
"LOC_Os01g09252","LOC_Os01g61670","0.736233","0.0"
"LOC_Os01g09252","LOC_Os01g62100","0.731032","0.0"
"LOC_Os01g09252","LOC_Os01g62390","0.769722","0.0"
"LOC_Os01g09252","LOC_Os01g62750","0.739657","0.0"
"LOC_Os01g09252","LOC_Os01g62820","0.761949","0.0"
"LOC_Os01g09252","LOC_Os01g63810","0.822409","0.0"
"LOC_Os01g09252","LOC_Os01g63820","0.789402","0.0"
"LOC_Os01g09252","LOC_Os01g63910","0.770052","0.0"
"LOC_Os01g09252","LOC_Os01g63940","0.710927","5.6E-45"
"LOC_Os01g09252","LOC_Os01g64262","0.730033","0.0"
"LOC_Os01g09252","LOC_Os01g64370","0.75121","0.0"
"LOC_Os01g09252","LOC_Os01g64560","0.755299","0.0"
"LOC_Os01g09252","LOC_Os01g64750","0.708934","1.1E-44"
"LOC_Os01g09252","LOC_Os01g64770","0.758751","0.0"
"LOC_Os01g09252","LOC_Os01g64990","0.737073","0.0"
"LOC_Os01g09252","LOC_Os01g65000","0.708542","1.4E-44"
"LOC_Os01g09252","LOC_Os01g65310","0.822573","0.0"
"LOC_Os01g09252","LOC_Os01g65330","0.829851","0.0"
"LOC_Os01g09252","LOC_Os01g65350","0.709203","9.8E-45"
"LOC_Os01g09252","LOC_Os01g65600","0.70404","8.1E-44"
"LOC_Os01g09252","LOC_Os01g65940","0.816338","0.0"
"LOC_Os01g09252","LOC_Os01g66150","0.734612","0.0"
"LOC_Os01g09252","LOC_Os01g67000","0.705844","3.9E-44"
"LOC_Os01g09252","LOC_Os01g67054","0.777604","0.0"
"LOC_Os01g09252","LOC_Os01g67170","0.732669","0.0"
"LOC_Os01g09252","LOC_Os01g67920","0.742217","0.0"
"LOC_Os01g09252","LOC_Os01g68320","0.777169","0.0"
"LOC_Os01g09252","LOC_Os01g68330","0.741368","0.0"
"LOC_Os01g09252","LOC_Os01g68440","0.71734","0.0"
"LOC_Os01g09252","LOC_Os01g68810","0.716697","0.0"
"LOC_Os01g09252","LOC_Os01g69040","0.763863","0.0"
"LOC_Os01g09252","LOC_Os01g69279","0.813424","0.0"
"LOC_Os01g09252","LOC_Os01g69900","0.703536","1.0E-43"
"LOC_Os01g09252","LOC_Os01g69904","0.808556","0.0"
"LOC_Os01g09252","LOC_Os01g70300","0.723747","0.0"
"LOC_Os01g09252","LOC_Os01g70720","0.887659","0.0"
"LOC_Os01g09252","LOC_Os01g70740","0.800118","0.0"
"LOC_Os01g09252","LOC_Os01g70950","0.700127","3.77E-43"
"LOC_Os01g09252","LOC_Os01g71262","0.703262","1.11E-43"
"LOC_Os01g09252","LOC_Os01g71630","0.815074","0.0"
"LOC_Os01g09252","LOC_Os01g72870","0.719345","0.0"
"LOC_Os01g09252","LOC_Os01g73100","0.814962","0.0"
"LOC_Os01g09252","LOC_Os01g73514","0.856777","0.0"
"LOC_Os01g09252","LOC_Os01g73620","0.713643","1.4E-45"
"LOC_Os01g09252","LOC_Os01g73644","0.791544","0.0"
"LOC_Os01g09252","LOC_Os01g73670","0.746117","0.0"
"LOC_Os01g09252","LOC_Os01g73680","0.76796","0.0"
"LOC_Os01g09252","LOC_Os01g73760","0.782166","0.0"
"LOC_Os01g09252","LOC_Os01g73900","0.738993","0.0"
"LOC_Os01g09252","LOC_Os01g73910","0.721584","0.0"
"LOC_Os01g09252","LOC_Os01g74530","0.723115","0.0"
"LOC_Os01g09252","LOC_Os02g01170","0.764836","0.0"
"LOC_Os01g09252","LOC_Os02g01180","0.707035","2.5E-44"
"LOC_Os01g09252","LOC_Os02g01240","0.820785","0.0"
"LOC_Os01g09252","LOC_Os02g01245","0.772832","0.0"
"LOC_Os01g09252","LOC_Os02g01480","0.78956","0.0"
"LOC_Os01g09252","LOC_Os02g02470","0.755436","0.0"
"LOC_Os01g09252","LOC_Os02g02570","0.716485","0.0"
"LOC_Os01g09252","LOC_Os02g02980","0.717224","0.0"
"LOC_Os01g09252","LOC_Os02g03070","0.754582","0.0"
"LOC_Os01g09252","LOC_Os02g03090","0.792998","0.0"
"LOC_Os01g09252","LOC_Os02g03220","0.820534","0.0"
"LOC_Os01g09252","LOC_Os02g03260","0.719214","0.0"
"LOC_Os01g09252","LOC_Os02g03590","0.7011","2.58E-43"
"LOC_Os01g09252","LOC_Os02g03850","0.738273","0.0"
"LOC_Os01g09252","LOC_Os02g03970","0.759172","0.0"
"LOC_Os01g09252","LOC_Os02g04490","0.710417","7.0E-45"
"LOC_Os01g09252","LOC_Os02g04725","0.910834","0.0"
"LOC_Os01g09252","LOC_Os02g05199","0.769836","0.0"
"LOC_Os01g09252","LOC_Os02g05450","0.743771","0.0"
"LOC_Os01g09252","LOC_Os02g05500","0.719675","0.0"
"LOC_Os01g09252","LOC_Os02g05700","0.864815","0.0"
"LOC_Os01g09252","LOC_Os02g05730","0.74316","0.0"
"LOC_Os01g09252","LOC_Os02g05780","0.772303","0.0"
"LOC_Os01g09252","LOC_Os02g05790","0.830232","0.0"
"LOC_Os01g09252","LOC_Os02g06180","0.745746","0.0"
"LOC_Os01g09252","LOC_Os02g06592","0.734088","0.0"
"LOC_Os01g09252","LOC_Os02g06790","0.790472","0.0"
"LOC_Os01g09252","LOC_Os02g06880","0.7529","0.0"
"LOC_Os01g09252","LOC_Os02g07070","0.779639","0.0"
"LOC_Os01g09252","LOC_Os02g07220","0.726808","0.0"
"LOC_Os01g09252","LOC_Os02g07340","0.823286","0.0"
"LOC_Os01g09252","LOC_Os02g07420","0.75178","0.0"
"LOC_Os01g09252","LOC_Os02g08160","0.716905","0.0"
"LOC_Os01g09252","LOC_Os02g09060","0.768554","0.0"
"LOC_Os01g09252","LOC_Os02g09690","0.801153","0.0"
"LOC_Os01g09252","LOC_Os02g10130","0.763228","0.0"
"LOC_Os01g09252","LOC_Os02g10820","0.707738","1.8E-44"
"LOC_Os01g09252","LOC_Os02g11780","0.735965","0.0"
"LOC_Os01g09252","LOC_Os02g12290","0.712681","2.8E-45"
"LOC_Os01g09252","LOC_Os02g12360","0.842169","0.0"
"LOC_Os01g09252","LOC_Os02g12490","0.712841","2.8E-45"
"LOC_Os01g09252","LOC_Os02g12654","0.731179","0.0"
"LOC_Os01g09252","LOC_Os02g13130","0.853147","0.0"
"LOC_Os01g09252","LOC_Os02g13160","0.795829","0.0"
"LOC_Os01g09252","LOC_Os02g13400","0.874585","0.0"
"LOC_Os01g09252","LOC_Os02g13970","0.737292","0.0"
"LOC_Os01g09252","LOC_Os02g14800","0.764323","0.0"
"LOC_Os01g09252","LOC_Os02g15270","0.713105","2.8E-45"
"LOC_Os01g09252","LOC_Os02g15880","0.730616","0.0"
"LOC_Os01g09252","LOC_Os02g15885","0.736412","0.0"
"LOC_Os01g09252","LOC_Os02g16640","0.709284","9.8E-45"
"LOC_Os01g09252","LOC_Os02g17650","0.822914","0.0"
"LOC_Os01g09252","LOC_Os02g17700","0.778899","0.0"
"LOC_Os01g09252","LOC_Os02g17850","0.707128","2.4E-44"
"LOC_Os01g09252","LOC_Os02g18820","0.787282","0.0"
"LOC_Os01g09252","LOC_Os02g19170","0.745617","0.0"
"LOC_Os01g09252","LOC_Os02g19200","0.80057","0.0"
"LOC_Os01g09252","LOC_Os02g19950","0.798403","0.0"
"LOC_Os01g09252","LOC_Os02g20430","0.796531","0.0"
"LOC_Os01g09252","LOC_Os02g20980","0.706239","3.4E-44"
"LOC_Os01g09252","LOC_Os02g21490","0.830279","0.0"
"LOC_Os01g09252","LOC_Os02g21510","0.723661","0.0"
"LOC_Os01g09252","LOC_Os02g21630","0.786787","0.0"
"LOC_Os01g09252","LOC_Os02g21880","0.702347","1.58E-43"
"LOC_Os01g09252","LOC_Os02g22060","0.734594","0.0"
"LOC_Os01g09252","LOC_Os02g22084","0.764216","0.0"
"LOC_Os01g09252","LOC_Os02g22374","0.824949","0.0"
"LOC_Os01g09252","LOC_Os02g22580","0.745431","0.0"
"LOC_Os01g09252","LOC_Os02g22590","0.742037","0.0"
"LOC_Os01g09252","LOC_Os02g23823","0.727187","0.0"
"LOC_Os01g09252","LOC_Os02g23930","0.743023","0.0"
"LOC_Os01g09252","LOC_Os02g23939","0.807124","0.0"
"LOC_Os01g09252","LOC_Os02g25650","0.831597","0.0"
"LOC_Os01g09252","LOC_Os02g26400","0.711897","2.8E-45"
"LOC_Os01g09252","LOC_Os02g26614","0.764928","0.0"
"LOC_Os01g09252","LOC_Os02g26740","0.779935","0.0"
"LOC_Os01g09252","LOC_Os02g27060","0.730229","0.0"
"LOC_Os01g09252","LOC_Os02g27592","0.771154","0.0"
"LOC_Os01g09252","LOC_Os02g27674","0.725751","0.0"
"LOC_Os01g09252","LOC_Os02g27870","0.724752","0.0"
"LOC_Os01g09252","LOC_Os02g28830","0.752565","0.0"
"LOC_Os01g09252","LOC_Os02g28980","0.723838","0.0"
"LOC_Os01g09252","LOC_Os02g29550","0.716573","0.0"
"LOC_Os01g09252","LOC_Os02g29870","0.70819","1.5E-44"
"LOC_Os01g09252","LOC_Os02g30070","0.710424","5.6E-45"
"LOC_Os01g09252","LOC_Os02g30840","0.755219","0.0"
"LOC_Os01g09252","LOC_Os02g31150","0.752064","0.0"
"LOC_Os01g09252","LOC_Os02g31960","0.735072","0.0"
"LOC_Os01g09252","LOC_Os02g32460","0.701444","2.26E-43"
"LOC_Os01g09252","LOC_Os02g32530","0.813913","0.0"
"LOC_Os01g09252","LOC_Os02g32730","0.744306","0.0"
"LOC_Os01g09252","LOC_Os02g32930","0.711583","4.2E-45"
"LOC_Os01g09252","LOC_Os02g33000","0.729404","0.0"
"LOC_Os01g09252","LOC_Os02g33010","0.721335","0.0"
"LOC_Os01g09252","LOC_Os02g33230","0.70512","5.3E-44"
"LOC_Os01g09252","LOC_Os02g33860","0.711099","4.2E-45"
"LOC_Os01g09252","LOC_Os02g34470","0.771271","0.0"
"LOC_Os01g09252","LOC_Os02g34500","0.743964","0.0"
"LOC_Os01g09252","LOC_Os02g34750","0.719755","0.0"
"LOC_Os01g09252","LOC_Os02g35150","0.743167","0.0"
"LOC_Os01g09252","LOC_Os02g35170","0.727441","0.0"
"LOC_Os01g09252","LOC_Os02g35470","0.746347","0.0"
"LOC_Os01g09252","LOC_Os02g35500","0.847359","0.0"
"LOC_Os01g09252","LOC_Os02g35590","0.745708","0.0"
"LOC_Os01g09252","LOC_Os02g35630","0.722408","0.0"
"LOC_Os01g09252","LOC_Os02g35640","0.720741","0.0"
"LOC_Os01g09252","LOC_Os02g35890","0.712447","2.8E-45"
"LOC_Os01g09252","LOC_Os02g37030","0.739513","0.0"
"LOC_Os01g09252","LOC_Os02g37090","0.775061","0.0"
"LOC_Os01g09252","LOC_Os02g37856","0.762301","0.0"
"LOC_Os01g09252","LOC_Os02g38430","0.807803","0.0"
"LOC_Os01g09252","LOC_Os02g38574","0.745289","0.0"
"LOC_Os01g09252","LOC_Os02g38680","0.781295","0.0"
"LOC_Os01g09252","LOC_Os02g38780","0.822804","0.0"
"LOC_Os01g09252","LOC_Os02g38800","0.783018","0.0"
"LOC_Os01g09252","LOC_Os02g39520","0.786893","0.0"
"LOC_Os01g09252","LOC_Os02g39530","0.764747","0.0"
"LOC_Os01g09252","LOC_Os02g39830","0.769886","0.0"
"LOC_Os01g09252","LOC_Os02g40030","0.703652","9.5E-44"
"LOC_Os01g09252","LOC_Os02g42374","0.774775","0.0"
"LOC_Os01g09252","LOC_Os02g42920","0.716552","0.0"
"LOC_Os01g09252","LOC_Os02g43090","0.702795","1.33E-43"
"LOC_Os01g09252","LOC_Os02g43180","0.707167","2.4E-44"
"LOC_Os01g09252","LOC_Os02g43350","0.724737","0.0"
"LOC_Os01g09252","LOC_Os02g43500","0.713934","1.4E-45"
"LOC_Os01g09252","LOC_Os02g43750","0.762969","0.0"
"LOC_Os01g09252","LOC_Os02g44100","0.703595","9.7E-44"
"LOC_Os01g09252","LOC_Os02g44102","0.78801","0.0"
"LOC_Os01g09252","LOC_Os02g44270","0.799719","0.0"
"LOC_Os01g09252","LOC_Os02g44550","0.839885","0.0"
"LOC_Os01g09252","LOC_Os02g44690","0.761434","0.0"
"LOC_Os01g09252","LOC_Os02g44780","0.717619","0.0"
"LOC_Os01g09252","LOC_Os02g45490","0.817087","0.0"
"LOC_Os01g09252","LOC_Os02g45670","0.705834","3.9E-44"
"LOC_Os01g09252","LOC_Os02g45974","0.730678","0.0"
"LOC_Os01g09252","LOC_Os02g46710","0.850253","0.0"
"LOC_Os01g09252","LOC_Os02g46720","0.797701","0.0"
"LOC_Os01g09252","LOC_Os02g46920","0.794062","0.0"
"LOC_Os01g09252","LOC_Os02g47310","0.725841","0.0"
"LOC_Os01g09252","LOC_Os02g47800","0.756331","0.0"
"LOC_Os01g09252","LOC_Os02g47850","0.700981","2.7E-43"
"LOC_Os01g09252","LOC_Os02g47970","0.71347","1.4E-45"
"LOC_Os01g09252","LOC_Os02g48116","0.705605","4.3E-44"
"LOC_Os01g09252","LOC_Os02g49610","0.71728","0.0"
"LOC_Os01g09252","LOC_Os02g50780","0.710008","7.0E-45"
"LOC_Os01g09252","LOC_Os02g50790","0.717699","0.0"
"LOC_Os01g09252","LOC_Os02g51100","0.816324","0.0"
"LOC_Os01g09252","LOC_Os02g51119","0.712578","2.8E-45"
"LOC_Os01g09252","LOC_Os02g51140","0.711535","4.2E-45"
"LOC_Os01g09252","LOC_Os02g51170","0.702483","1.5E-43"
"LOC_Os01g09252","LOC_Os02g51300","0.710552","5.6E-45"
"LOC_Os01g09252","LOC_Os02g51400","0.782858","0.0"
"LOC_Os01g09252","LOC_Os02g51850","0.70325","1.11E-43"
"LOC_Os01g09252","LOC_Os02g52420","0.732526","0.0"
"LOC_Os01g09252","LOC_Os02g52960","0.738712","0.0"
"LOC_Os01g09252","LOC_Os02g53500","0.805046","0.0"
"LOC_Os01g09252","LOC_Os02g53670","0.767001","0.0"
"LOC_Os01g09252","LOC_Os02g53780","0.767633","0.0"
"LOC_Os01g09252","LOC_Os02g54020","0.817798","0.0"
"LOC_Os01g09252","LOC_Os02g54090","0.817559","0.0"
"LOC_Os01g09252","LOC_Os02g54510","0.767155","0.0"
"LOC_Os01g09252","LOC_Os02g55160","0.744811","0.0"
"LOC_Os01g09252","LOC_Os02g55200","0.810422","0.0"
"LOC_Os01g09252","LOC_Os02g55520","0.846886","0.0"
"LOC_Os01g09252","LOC_Os02g55689","0.884767","0.0"
"LOC_Os01g09252","LOC_Os02g55720","0.79078","0.0"
"LOC_Os01g09252","LOC_Os02g55729","0.84678","0.0"
"LOC_Os01g09252","LOC_Os02g55790","0.779582","0.0"
"LOC_Os01g09252","LOC_Os02g56050","0.712667","2.8E-45"
"LOC_Os01g09252","LOC_Os02g56090","0.718104","0.0"
"LOC_Os01g09252","LOC_Os02g56180","0.71342","1.4E-45"
"LOC_Os01g09252","LOC_Os02g56190","0.792691","0.0"
"LOC_Os01g09252","LOC_Os02g56210","0.703445","1.02E-43"
"LOC_Os01g09252","LOC_Os02g56360","0.805402","0.0"
"LOC_Os01g09252","LOC_Os02g56565","0.711569","4.2E-45"
"LOC_Os01g09252","LOC_Os02g56910","0.855224","0.0"
"LOC_Os01g09252","LOC_Os02g56980","0.795712","0.0"
"LOC_Os01g09252","LOC_Os02g57100","0.74011","0.0"
"LOC_Os01g09252","LOC_Os02g57270","0.834363","0.0"
"LOC_Os01g09252","LOC_Os02g57650","0.760366","0.0"
"LOC_Os01g09252","LOC_Os02g57750","0.776867","0.0"
"LOC_Os01g09252","LOC_Os02g58230","0.789991","0.0"
"LOC_Os01g09252","LOC_Os02g58270","0.713864","1.4E-45"
"LOC_Os01g09252","LOC_Os02g58280","0.72909","0.0"
"LOC_Os01g09252","LOC_Os02g58330","0.732514","0.0"
"LOC_Os01g09252","LOC_Os02g58340","0.750455","0.0"
"LOC_Os01g09252","LOC_Os02g58560","0.76288","0.0"
"LOC_Os01g09252","LOC_Os02g58570","0.731495","0.0"
"LOC_Os01g09252","LOC_Os02g58580","0.739717","0.0"
"LOC_Os01g09252","LOC_Os02g58590","0.772809","0.0"
"LOC_Os01g09252","LOC_Os02g58650","0.729812","0.0"
"LOC_Os01g09252","LOC_Os03g01100","0.776474","0.0"
"LOC_Os01g09252","LOC_Os03g01360","0.769912","0.0"
"LOC_Os01g09252","LOC_Os03g01442","0.772703","0.0"
"LOC_Os01g09252","LOC_Os03g01570","0.7666","0.0"
"LOC_Os01g09252","LOC_Os03g01730","0.802417","0.0"
"LOC_Os01g09252","LOC_Os03g01920","0.702984","1.23E-43"
"LOC_Os01g09252","LOC_Os03g01940","0.757798","0.0"
"LOC_Os01g09252","LOC_Os03g02100","0.821749","0.0"
"LOC_Os01g09252","LOC_Os03g02320","0.71945","0.0"
"LOC_Os01g09252","LOC_Os03g02450","0.767688","0.0"
